text,toxic
muita ingenuidade perguntar o que a par est fazendo . ela est fazendo justamente o que se propus a fazer desde que foi parar la pelas mós de michel temer : ver o circo pegar fogo para ver se algum a leva para o camarote do senado .,0
"eu fico feliz de verdade por você estar aqui e a gente estar maduro o suficiente pra no brigar a cada cinco segundos kkk você me faz rir demais brioso , te adoro , melhor amizade puta que pariu",1
"retweeet , solta o maxi pez nessa porra !",1
retweeet já pode descer o pau em corintiano ou ainda te cedo ?,1
dylan mendes é homofóbico porque já deixou claro que no é gay cancelem essa aberra,1
canequinha peituda kkk tomar no cu porra tenho nem peito é mole,1
revoltante .,0
nos vemos em quico filhos da puta,0
se te ruim para você imagina para mim que nem tenho amiga suficiente para formar grupo karalho,0
"passarinho verme-lho - sim livre interpreta-o fica me censurando a todo minuto , tem gente mais cara de pau que estes esquerdistas no querem ser perturbados tem gente george soros pagando pras medias sociais fazerem frente a direita ! ! se ele no for credite delas ! ! ! !",1
"sou pacifista e contra a pena de morte exceto se criminosos abusarem , maltratarem e matarem crianças . deviam ser fuzilados em praga publica esses filho da puta .",1
retweeet saudade que fode com a porra da mente,1
cara adoro cheiro de rola .,1
"eu o mesmo , lembro com number anos e eu morrendo de rir com eles na televisão . a grande família virou moda agora , todo mundo gosta",0
"hoje exatos number anos , pelo projeto saber e mudar : mediunidade e desvio",0
porra trampo foda cara vou fazer tatuagem da terceira na panturrilha,0
"ia estudar mas meu computador te muito lento , vou ter que deixar para outro dia hehehe",0
possivelmente minha filha não mores,0
"ei gente quando vocês pensa que vocês é ridículo lembra de mim , eu sempre sou mais",0
te passando muita mal puta que pariu,1
"tu está doido porra não sabia disso , ele saiu da vida de dj ? :( ( ( ( (",1
"tipo eu no consigo aturar ninguém muito tempo , pessoal fica a querer falar number e eu acho indignante e um beca doentio , da acabar por no falar com quase ninguém",1
mano vá se foder perdi tudinho,0
retweeet fico olhando o twitter e vejo que vocês conseguem pagar pau pra cada bicho doente que eu fico de cara,1
"isso feio velho , tira isso pelo amor de deus",1
"te escutando o dvd legado , porra muito bom",1
acabei mais um capitulo da minha dissertado puta que pariu eu to muita feliz,1
por dentro lo se rasgando kkk,0
caralho eu quero um pato,1
/ / eu quando vou teclar com qualquer pessoa kkkjjj,0
porrra eu queria ter esse defeito,1
carril essa porra mesmo kkk,0
esperando aqui o senado vim me emparedar do eu expressar o direito de liberdade ! hashtag,0
"muito , muito , cômica . você o maximo . já disse e vou reintegra faz um canal no you tombe",0
o dono da porra toda,0
mol saudade de quando a minha maior preocupa-o era acordar pouquinho pra assistir televisão globinho,0
"se no sente falta das meninas no ? man no sei , acho que foi melhor assim se for pra volta o tempo vai resolver .",0
"leopoldina meu amor , minha paixão . o mar de alegria desse cho . na passarela sou viajante da ecoo nas asas da imagina-lo",0
retweeet cacete esfriou do nada,0
no sei quem o mais fodido na vida sentimental não,0
"todo mundo engorda menos eu , to ficando depressiva com essa porra",1
acho que da essa boceta com protejo já está de bom tamanho dona,1
"retweeet sem nodo não , caralho que dio",1
baiano muito engradado kkk vence,1
me segue la seu lixo,1
retweeet cada dia mais gorda e cada dia comendo mais,1
vai falar que passando o olho rápido não parece o jovem durant ?,0
sulista no tem direito a opinião taipei,1
ganhei bolsa integral no cursinho vivia nas social e golzinho passei na faculdade no final do ano tinha uma namorada palmeiras foi empates brasileiro porra de ano lindo,0
"uma das coisas que eu mais vou sentir falta aqui na escola , vai ser o creme de chocolate :(",0
meu perfil é o mais feio do twittter meu pai,0
uma das pessoas que mais me conhece e um dos meus melhores amigos agora,0
"que preto do caralho , vai se foder",1
"puta merda que tem parente que acha que a casa do casa restaurante e eu sou uber , não basta achar que minha casa chocara pra ir todo fim de semana e levar quem quiser ainda tem que busca em casa , vai se fode abusivos do karalho .",1
pau grande rs doente cada o respeito,1
"parece at que minha mente apodreceu , eu no vejo sentido , significado , beleza , ou qualquer coisa .",0
eu fico puta com umas coisas que sla,0
"la era um puta spot bom , você sempre saia full metal , madeira e shell",0
precisar dar uma resposta a altura contra os desmandos de alguns ministros do apoie e hashtag,1
se deus quiser vou conseguir bater minhas metas at o final do ano,0
no aguento mais passa por isso puta que pariu,1
seria hoje o dia que eu me olharia no espelho e pensaria caralho que gata ? ? ? ?,1
vendo essa compara-o .,0
sopa do macaco,0
já dei que você vai voltar arrastada pra casa kkk,1
"no tem que prender ninguém mais tem a obriga-o de impedir que as leis absurdas , fraudes processuais , falcatruas e toda espécie de coisa estranha a constitui-o que foi e est sendo feito seja denunciada e combatida coisa que no estão fazendo",0
que povo fiscal de bissexualidade chato do caralho,1
"o cansa-o do time e gabriel machucado acabou sendo decisivos , quando ele está number se movimenta muito , bruno henrique la de centro avante no o melhor para ele . minha opinião",0
te me sentindo gorda no vou come,1
domingo vem a e a mensagem já est pronto ! suas palavras lo construindo o seu futuro ! prepare seu corão ! em denny's,0
aí caralho quico porra,0
caralho puta que pariu brasil sim mais quatro pontos porra,1
"lo danando o ultimo tango ! dois traidores , caras de pau . receberão o troco nas urnas . hashtag",1
eu que digo isso não ? olhei pro lado e tava com um estranho,0
ai porra,1
eu sirvo pra arrumar a casa,0
"pura bobagem . desespero e despreparo . o melhor : o inimigo to burro , que se declara . a fica babuja .",1
o primeiro dia de hashtag foi mais ou menos assim . e de pensar que eles ainda tem trs dias de festival pra curtir . como fica a nossa ansiedade ?,0
""" menina "" mulher ds de acriana porem acriana e vocês no gostam de falar que mulher não ? mulher pra eles partir do momento que tenha peito e bunda ata não , me estresso com essa gente , e no liga tu um mulherio da porra e tem corpo sim",0
puta que pariu cinema .,1
"minha vida parece novela mexicana . um dia ainda vou escrever um livro , serio .",1
caralho publiquei sem querer que merda era sim pra entrar no perfil e olhar meu deus kakakakakkakakakakkakakakakakakak fracassei,0
"firmo , serio mesmo , eu nasci pra ser feita de otária puta que pariu enfia ela no seu cu também caralho .",0
se o bts ganhar a porra de um premio nobel vai aparecer anti falando que irrelevante,0
"caralho , achei que ela torcia pra algum time fora do planeta terra , sei la . por acha o flamengo assim como ela descreveu e tal . quando vi . era o pequeno do vasco kkk",1
ossada . brigo com o venho embora eu tempo muda puta que pariu muito azar kkk,1
"na moral , sou um lixo mesmo",0
"momento depopular opinion mas mano eu sei que tem umas coisas muita básicas que a gente pressupõe que todo mundo sabe mas esse negocio de "" silencio , o jovem est descobrindo . "" as vezes to ? ? ? tipo , pelo menos agora a pessoa sabe você no nasceu sabendo de tudo também não caralho",1
ultima hora : alaba o novo reformo do so paulo ! o lateral-direito ir assinar contrato com o tricolor paulista at o meio de number . informação :,0
esse tanto de caixa de biscoito deve ter sido muito caro puta que pariu que que ela vai fazer com isso tudo ? ? at eu to preocupada,0
o nome será : o homem que derrubou a esquerda brasileira com number segundos de televisão,0
me jogou no lixo e o amiguinho reciclou,0
retweeet quem me quer favor avisa na dm para facilitar o foco,0
"retweeet pra vacilado ns no da corda , ns corta o mal pela raiz e no deixa a cobra se cria , vários emocionados nessa porra",1
seu lugar favorito no mundo ? minha cama,0
"ontem a gente começou uma brincadeira muito idiota : faz uma roda de number amigos , um come-a virando um segundo , o seguinte dois segundos e assim vai . bateu number 6s eu já no sabia mais o porque de eu ter dado essa ideia merda",1
""" mais "" o governo . ? ? ? fala português ?",0
poderia passar o dia vendo os vídeos dos dog de matheus so muita fofos vá se foder,1
te fazendo comida kkk tomara que fique comestível essa porra,0
retweeet que porra essa ?,1
"no a paisagem que anormal , mas sim faz-lo no andar , ela deve fazer isso no pátio , em baixo , somente isso , eu critiquei voltaria a faz-lo porque aqui todos sabem que no se faz isso , desde a secretaria do lar ao guarda do perídio . preserva-o e conserva-o de infraestruturas",0
retweeet a gente brasil filho da puta,1
normal ser apaixonada por um e gostar do melhor amigo dele ? super normal não gente ? ? ? ? ?,0
se você for não vai se arrepender ! ! ! fui duas vezes e iria mais se pudesse,0
tu cheia dos contatos em sou nada em,0
"aposto que se sua esposa bater uma agora para você no vai ter metade da porra que ela merece lamber , nessa sexta feira ela merece .",1
"agora pega sua carteira de trabalho , e vai trabalhar vagabundo !",1
"eu fico to chateado de ter que passar o dia em casa , no que eu no goste da minha companhia , mas sei la . entediante",0
"- ela linda pra caralho mano por dentro e por fora , uma cadelinha desgraçada que eu quero matar number do tempo mas mano hina a gente tem história pra caralho vi , cada dia eu te amo mais e mais e eu fiz essa thread exatamente pra te lembrar disso",1
"hashtag puta que pariu cube vai tomar no cu , pelo o amor de deus . pra que debutar mais um grupo se ela no consegue cuidar nem dos próprios grupos ? descanso existe caralho",1
kkk pau toxico do caralho,1
"mas ele to bonito e parecia inteligente , mas pelo visto burro como uma porta , ai amor vou morrer sozinha",1
tem celular pra que filho da puta,1
retweeet meu deus eu tava provocando com um botijão e explodiu na minha boceta estou postando direto do necrotério,1
caralho eu nunca vi essa foto antes ? ? ? ? ? ? ? ? ? ? ? ? ? meu deus a tremedeira,1
no acredito em uma nica atitude de tudo fruta podre,1
finalmente porra,1
"follow you ai follow me segui herico da marvel matthew lúcifer conhecido como o homem sem medo na marvel , segui hashtag",0
velho eu sou estão feia,0
a . me . - um dos meus maiores presentes desse ano porque mesmo não sabendo explicar tem um puta impacto em mim . já fui apaixonada mas acima de todo confio o mundo nela,0
gente na boa olha como bit legal chupem pra eu voltar a escrever valeu falou,0
"retweeet se já critiquei social house nesse site eu no me lembro , qualquer print que tenham contra mim fake",0
"olha você suas , no tem nem vergonha não gado !",1
caralho to apaixonado fodeu,1
a que bicho babaca mano,1
"ei eu passei alguns anos me tratando psicologicamente sobre isso , e eu finalmente me sinto seguro o suficiente pra poder conversar sobre algo que acho bem importante .",0
""" queres vir ali dar uma voltinha no meu cadmio do lixo ? "" - best pickup line ever",0
eu no quero drama no meu manga super fofo ! ! wtf se a naninha no acabar com essa vaca no próximo capitulo eu vou ficar muito puta ! ! ! hauahauhauahau,1
"kkk aqui o twitter filho da puta burro . no tem como dissertar , postular , defender teses . filho da puta burro ! ! ! !",1
teu cu,1
jogo dos caralho,1
se pra ficar frio assim porque não neva de uma vez caralho,1
"bom . henrique do flamengo acabou de mandar ao vivo agora na fox sports um "" eles vir "" .",0
"se a ofendida bebeu por conta própria , dentro de seu livre arbítrio , no pode ela ser colocada na poio de vitima de abuso sexual pelo simples fato de ter bebido . existem noticias to absurdas que as vezes questiono a veracidade da informa-o",1
sanha sim sabe exibir os brabos dele agora meu filho,0
"retweeet "" excrescência da dupla relator & moraes "" essa dupla já entrou para a lata de lixo da histeria do brasil",1
eu no tenho sotaque carioca no eguem me respeita,1
retweeet toda puta merece uma surra bem dada ! apanho com muito prazer ! hashtag hashtag hashtag hashtag hashtag,1
sé pau sábado gag,0
vai toma no cu eu vou comprar uma dessa foda-se,1
ai viado chega fico tímida,1
retweeet puta que pariu ontem eu fiquei ruim demais,1
carioca isso,1
"curioso isso mas em espanhol , meio errado mas não , eles se referem as vezes a brasileiro como carioca , assim como aqui no brasil nos referimos a argentino como portenho ( e portenho sim buenos aires ) .",1
